,autotomized,date,location,mass,meters,misc,new.recap,paint.mark,painted,rtl,sex,sighting,species,svl,tl,toes,vial,year,tl_svl,mass_svl,age_class,myDrop,dropReason
77,FALSE,2000-03-20T00:00:00Z,wall rt side .5m^root xing,8.4,,NA,NA,r79c,NA,0.0,f,NA,j,62.0,80.0,1-6-14-17,NA,2000,1.2903225806451613,0.13548387096774195,adult,,
78,TRUE,2000-03-20T00:00:00Z,2falls,15.5,,NA,NA,r76c,NA,55.0,m,NA,j,81.0,93.0,5-10-11-16,NA,2000,1.1481481481481481,0.19135802469135801,adult,,
79,FALSE,2000-03-20T00:00:00Z,H4 [hole in wall ~.5m above sb],9.0,,NA,NA,r78c,NA,0.0,f,NA,j,65.0,83.0,5-10-11-19,NA,2000,1.2769230769230768,0.13846153846153847,adult,,
80,FALSE,2000-03-23T00:00:00Z,2m ^ rt xing,7.5,,NA,NA,r84c,NA,0.0,m,NA,j,64.0,80.0,10-13-16,NA,2000,1.25,0.1171875,adult,,
81,FALSE,2000-03-23T00:00:00Z,Rpoint v 1falls,9.0,,NA,NA,r80c,NA,0.0,f,NA,j,64.0,89.0,1-6-15-17,NA,2000,1.390625,0.140625,adult,,
82,TRUE,2000-03-23T00:00:00Z,wall on rt side v CC/CCC,17.3,,NA,NA,r86c,NA,40.0,m,NA,j,83.0,79.0,1-6-15-19,NA,2000,0.9518072289156626,0.20843373493975906,adult,,
83,TRUE,2000-03-23T00:00:00Z,Rpoint v 1falls,9.0,,NA,NA,r81c,NA,31.0,f,NA,j,64.0,67.0,1-7-12-17,NA,2000,1.046875,0.140625,adult,,
84,FALSE,2000-03-23T00:00:00Z,H4,4.8,,NA,NA,r85c,NA,0.0,f,NA,j,54.0,74.0,1-7-13-17,NA,2000,1.3703703703703705,0.08888888888888889,juvenile,,
85,FALSE,2000-03-23T00:00:00Z,wall v pine xing,20.8,,NA,NA,r83c,NA,0.0,f,NA,j,83.0,114.0,3-12-16,NA,2000,1.3734939759036144,0.25060240963855424,adult,,
86,TRUE,2000-03-23T00:00:00Z,wall v wall v pine xing,9.2,,NA,NA,r82c,NA,17.0,m,NA,j,71.0,51.0,4-6-12-19,NA,2000,0.7183098591549296,0.1295774647887324,adult,,
87,FALSE,2000-03-24T00:00:00Z,sb rt side 3m ^ 2tripleR,6.0,,NA,NA,r88c,NA,0.0,f,NA,j,58.0,82.0,1-8-11-20,NA,2000,1.4137931034482758,0.10344827586206896,adult,,
88,FALSE,2000-03-24T00:00:00Z,chute,14.8,,NA,NA,r89c,NA,0.0,m,NA,j,80.0,110.0,1-9-11-18,NA,2000,1.375,0.185,adult,,
89,FALSE,2000-03-24T00:00:00Z,3m ^ 2falls on Rs to left,5.3,,NA,NA,r90c,NA,0.0,m,NA,j,55.0,80.0,1-9-11-19,NA,2000,1.4545454545454546,0.09636363636363636,juvenile,,
90,FALSE,2000-03-24T00:00:00Z,peak at 2falls/pool,4.6,,NA,NA,r92c,NA,0.0,m,NA,j,55.0,80.0,1-9-12-16,NA,2000,1.4545454545454546,0.08363636363636363,juvenile,,
91,FALSE,2000-03-24T00:00:00Z,pyramidR,14.0,,NA,NA,r93c,NA,0.0,m,NA,j,75.0,104.0,1-9-12-17,NA,2000,1.3866666666666667,0.18666666666666668,adult,,
92,FALSE,2000-03-24T00:00:00Z,rt wall 10m ^ s-curve,7.5,,NA,NA,r96c,NA,0.0,m,NA,j,64.0,84.0,1-9-12-18,NA,2000,1.3125,0.1171875,adult,,
93,FALSE,2000-03-24T00:00:00Z,wall v cave trail on rt,7.0,,NA,NA,r98c,NA,0.0,f,NA,j,60.0,79.0,1-9-12-19,NA,2000,1.3166666666666667,0.11666666666666667,adult,,
94,TRUE,2000-03-24T00:00:00Z,pyramidR,10.0,,NA,NA,r95c,NA,32.0,f,NA,j,64.0,66.0,3-14-15-16-18,NA,2000,1.03125,0.15625,adult,,
95,TRUE,2000-03-24T00:00:00Z,Rs opp 2tripleR,,,NA,NA,r49c,NA,,m,NA,j,,,4-6-15-20,NA,2000,,,,,
96,FALSE,2000-03-24T00:00:00Z,peak at 2falls/pool,15.0,,NA,NA,r91c,NA,0.0,m,NA,j,81.0,110.0,5-10-15-18,NA,2000,1.3580246913580247,0.18518518518518517,adult,,
97,FALSE,2000-03-24T00:00:00Z,pyramidR,18.3,,NA,NA,r94c,NA,0.0,m,NA,j,85.0,119.0,5-10-15-20,NA,2000,1.4,0.21529411764705883,adult,,
98,FALSE,2000-03-24T00:00:00Z,wall on rt side v H3,10.6,,NA,NA,r87c,NA,0.0,f,NA,j,66.0,91.0,5-6-15-18,NA,2000,1.378787878787879,0.1606060606060606,adult,,
99,TRUE,2000-03-24T00:00:00Z,Rs 10m ^ slab on opp side,9.5,,NA,NA,r97c,NA,0.0,m,NA,j,70.0,64.0,5-7-15-18,NA,2000,0.9142857142857143,0.1357142857142857,adult,,
100,TRUE,2000-03-25T00:00:00Z,bottom wall rt side v cave trail,16.5,,NA,NA,r104c,NA,30.0,m,NA,j,85.0,94.0,1-12-16,NA,2000,1.1058823529411765,0.19411764705882353,adult,,
101,FALSE,2000-03-25T00:00:00Z,top wall v CC/CCC,22.5,,NA,NA,r99c,NA,0.0,m,NA,j,91.0,122.0,1-8,NA,2000,1.3406593406593406,0.24725274725274726,adult,,
102,FALSE,2000-03-25T00:00:00Z,pyramid,16.0,,NA,NA,r100c,NA,0.0,m,NA,j,87.0,114.0,1-9-12-20,NA,2000,1.3103448275862069,0.1839080459770115,adult,,
105,FALSE,2000-03-25T00:00:00Z,1 tripleR,3.5,,NA,NA,r103c,NA,0.0,f,NA,j,51.0,69.0,2-10-13,NA,2000,1.3529411764705883,0.06862745098039216,juvenile,,
106,FALSE,2000-03-25T00:00:00Z,peak at 2falls/pool (on lft side),14.5,,NA,NA,r102c,NA,0.0,m,NA,j,79.0,104.0,5-9-12-19,NA,2000,1.3164556962025316,0.18354430379746836,adult,,
107,FALSE,2000-03-25T00:00:00Z,rt R ^ pool,16.0,,NA,NA,r101c,NA,0.0,m,NA,j,84.0,113.0,5-9-12-20,NA,2000,1.3452380952380953,0.19047619047619047,adult,,
108,TRUE,2000-06-23T00:00:00Z,wall 5m V juniper crossing,9.5,,NA,NA,o3a,NA,20.0,f,NA,j,63.0,67.0,1-18,NA,2000,1.0634920634920635,0.15079365079365079,adult,,
109,FALSE,2000-06-23T00:00:00Z,R pile opp H 4,12.0,,NA,NA,o4a,NA,0.0,m,NA,j,70.0,95.0,1-19,NA,2000,1.3571428571428572,0.17142857142857143,adult,,
110,TRUE,2000-06-23T00:00:00Z,same location,9.3,,NA,NA,o2a,NA,41.0,m,NA,j,66.0,70.0,2-12-17,NA,2000,1.0606060606060606,0.14090909090909093,adult,,
111,FALSE,2000-06-23T00:00:00Z,juniper crossing stream bed at CC/CCC,11.7,,NA,NA,o5a,NA,0.0,m,NA,j,66.0,92.0,2-12-18,NA,2000,1.393939393939394,0.17727272727272725,adult,,
112,FALSE,2000-06-23T00:00:00Z,R at pool,12.0,,NA,NA,o9a,NA,0.0,m,NA,j,68.0,93.0,2-12-19,NA,2000,1.3676470588235294,0.17647058823529413,adult,,
113,TRUE,2000-06-23T00:00:00Z,rock outcrop between 1 & 2 tripleR,10.0,,NA,NA,o7a,NA,34.0,f,NA,j,65.0,64.0,2-14-20,NA,2000,0.9846153846153847,0.15384615384615385,adult,,
114,TRUE,2000-06-23T00:00:00Z,sb halfway between 1 fall and cave trail,17.0,,NA,NA,o10a,NA,1.0,m,NA,j,79.0,77.0,4-6-12-20,NA,2000,0.9746835443037974,0.21518987341772153,adult,,
115,TRUE,2000-06-23T00:00:00Z,wall opp and v cave trail,24.5,,NA,NA,o1a,NA,48.0,m,NA,j,87.0,73.0,5-10-15-16,NA,2000,0.8390804597701149,0.28160919540229884,adult,,
116,FALSE,2000-06-23T00:00:00Z,R above chute,10.7,,NA,NA,o8a,NA,0.0,m,NA,j,68.0,93.0,8-15-19,NA,2000,1.3676470588235294,0.15735294117647058,adult,,
